n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID,ocid
112,IDM2274,IT-CF-00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-01-11T09:30:00Z,2019-01-11T09:30:00Z,idm2274,ocds-xxxxxx-IDM2274
113,IDM2294,IT-CF-00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-01-23T09:30:00Z,2019-01-23T09:30:00Z,idm2294,ocds-xxxxxx-IDM2294
114,IDM2314,IT-CF-00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-01-23T09:30:00Z,2019-01-23T09:30:00Z,idm2314,ocds-xxxxxx-IDM2314
115,IDM2334,IT-CF-00355870221,Comune di Trento,5.73,5.73,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-01-29T09:30:00Z,2019-01-29T09:30:00Z,idm2334,ocds-xxxxxx-IDM2334
116,80475529FD,IT-CF-00355870221,Comune di Trento,6.0,0.0,Concessione del servizio di organizzazione e gestione del Mercatino dei Gaudenti per il periodo 2020 - 2024,01-PROCEDURA APERTA,2020-02-03T09:30:00Z,,idm2354,ocds-xxxxxx-80475529FD
117,IDM2373,IT-CF-00355870221,Comune di Trento,6.5,6.5,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2020-01-23T09:30:00Z,2020-01-23T09:30:00Z,idm2373,ocds-xxxxxx-IDM2373
118,IDM2393,IT-CF-00355870221,Comune di Trento,6.5,6.5,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2020-01-23T09:30:00Z,2020-01-23T09:30:00Z,idm2393,ocds-xxxxxx-IDM2393
119,IDM2413,IT-CF-00355870221,Comune di Trento,6.5,6.5,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-10-29T09:30:00Z,2019-10-29T09:30:00Z,idm2413,ocds-xxxxxx-IDM2413
120,IDM2433,IT-CF-00355870221,Comune di Trento,6.5,6.5,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2019-02-06T09:30:00Z,2019-02-06T09:30:00Z,idm2433,ocds-xxxxxx-IDM2433
121,IDM2453,IT-CF-00355870221,Comune di Trento,6.5,6.5,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2019-02-14T09:30:00Z,2019-02-14T09:30:00Z,idm2453,ocds-xxxxxx-IDM2453
122,IDM2473,IT-CF-00355870221,Comune di Trento,6.5,6.5,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2019-02-26T09:30:00Z,2019-02-26T09:30:00Z,idm2473,ocds-xxxxxx-IDM2473
123,IDM2493,IT-CF-00355870221,Comune di Trento,6.8,6.8,Spedizione di atti giudiziari,23-AFFIDAMENTO DIRETTO,2020-01-16T09:30:00Z,2020-01-16T09:30:00Z,idm2493,ocds-xxxxxx-IDM2493
124,ZE626DC37B,IT-CF-00355870221,Comune di Trento,6.93,6.93,FORNITURA GUANTI ANTITAGLIO PER STAMPERIA,23-AFFIDAMENTO DIRETTO,2019-01-24T09:30:00Z,2019-03-21T09:30:00Z,idm2513,ocds-xxxxxx-ZE626DC37B
125,IDM2533,IT-CF-00355870221,Comune di Trento,7.3,7.3,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-19T09:30:00Z,2019-03-19T09:30:00Z,idm2533,ocds-xxxxxx-IDM2533
126,IDM2553,IT-CF-00355870221,Comune di Trento,7.3,7.3,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-11-04T09:30:00Z,2019-11-04T09:30:00Z,idm2553,ocds-xxxxxx-IDM2553
127,IDM2573,IT-CF-00355870221,Comune di Trento,7.95,7.95,Spedizione di atti giudiziari,23-AFFIDAMENTO DIRETTO,2020-01-15T09:30:00Z,2020-01-15T09:30:00Z,idm2573,ocds-xxxxxx-IDM2573
128,IDM2593,IT-CF-00355870221,Comune di Trento,8.26,8.26,acquisto acqua minerale per la scuola infanzia Biancaneve,23-AFFIDAMENTO DIRETTO,,,idm2593,ocds-xxxxxx-IDM2593
129,IDM2611,IT-CF-00355870221,Comune di Trento,8.26,8.29,CANONE TELEPASS,23-AFFIDAMENTO DIRETTO,2019-01-01T09:30:00Z,2019-12-31T09:30:00Z,idm2611,ocds-xxxxxx-IDM2611
130,IDM2631,IT-CF-00355870221,Comune di Trento,8.4,8.4,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2020-01-14T09:30:00Z,2020-01-14T09:30:00Z,idm2631,ocds-xxxxxx-IDM2631
131,IDM2651,IT-CF-00355870221,Comune di Trento,8.4,8.4,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-08T09:30:00Z,2019-10-08T09:30:00Z,idm2651,ocds-xxxxxx-IDM2651
132,IDM2671,IT-CF-00355870221,Comune di Trento,8.4,8.4,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-04T09:30:00Z,2019-02-04T09:30:00Z,idm2671,ocds-xxxxxx-IDM2671
133,IDM2691,IT-CF-00355870221,Comune di Trento,8.4,8.4,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-03-13T09:30:00Z,2019-03-13T09:30:00Z,idm2691,ocds-xxxxxx-IDM2691
134,IDM2711,IT-CF-00355870221,Comune di Trento,8.4,8.4,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-08T09:30:00Z,2019-10-08T09:30:00Z,idm2711,ocds-xxxxxx-IDM2711
135,IDM2731,IT-CF-00355870221,Comune di Trento,8.4,8.4,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-02-22T09:30:00Z,2019-02-22T09:30:00Z,idm2731,ocds-xxxxxx-IDM2731
136,Z382A17217,IT-CF-00355870221,Comune di Trento,8.61,8.61,acquisto acqua minerale per la scuola infanzia di Meano,23-AFFIDAMENTO DIRETTO,,,idm2751,ocds-xxxxxx-Z382A17217
137,IDM2769,IT-CF-00355870221,Comune di Trento,8.85,8.85,Spedizione di assicurata AR,23-AFFIDAMENTO DIRETTO,2019-05-16T09:30:00Z,2019-05-16T09:30:00Z,idm2769,ocds-xxxxxx-IDM2769
138,IDM2789,IT-CF-00355870221,Comune di Trento,9.0,9.0,Spedizione pacco,23-AFFIDAMENTO DIRETTO,2019-02-27T09:30:00Z,2019-02-27T09:30:00Z,idm2789,ocds-xxxxxx-IDM2789
139,IDM2809,IT-CF-00355870221,Comune di Trento,9.0,9.0,Spedizione pacco,23-AFFIDAMENTO DIRETTO,2019-10-09T09:30:00Z,2019-10-09T09:30:00Z,idm2809,ocds-xxxxxx-IDM2809
140,IDM2829,IT-CF-00355870221,Comune di Trento,9.67,9.67,PEDAGGI AUTOSTRADALI,23-AFFIDAMENTO DIRETTO,2019-01-01T09:30:00Z,2019-12-31T09:30:00Z,idm2829,ocds-xxxxxx-IDM2829
141,IDM2849,IT-CF-00355870221,Comune di Trento,9.72,9.72,Contrassegno a mezzo c/c postale,23-AFFIDAMENTO DIRETTO,2019-04-01T09:30:00Z,2019-04-01T09:30:00Z,idm2849,ocds-xxxxxx-IDM2849
142,IDM2869,IT-CF-00355870221,Comune di Trento,9.95,9.95,Spedizione di assicurata AR,23-AFFIDAMENTO DIRETTO,2018-12-13T09:30:00Z,2018-12-13T09:30:00Z,idm2869,ocds-xxxxxx-IDM2869
143,IDM2889,IT-CF-00355870221,Comune di Trento,10.0,10.0,Acquisto marche da bollo,23-AFFIDAMENTO DIRETTO,2018-12-19T09:30:00Z,2018-12-19T09:30:00Z,idm2889,ocds-xxxxxx-IDM2889
144,IDM2909,IT-CF-00355870221,Comune di Trento,10.0,10.0,Acquisto marche da bollo,23-AFFIDAMENTO DIRETTO,2018-12-12T09:30:00Z,2018-12-12T09:30:00Z,idm2909,ocds-xxxxxx-IDM2909
145,IDM2929,IT-CF-00355870221,Comune di Trento,10.0,10.0,Acquisto marche da bollo,23-AFFIDAMENTO DIRETTO,2019-01-25T09:30:00Z,2019-01-25T09:30:00Z,idm2929,ocds-xxxxxx-IDM2929
146,IDM2949,IT-CF-00355870221,Comune di Trento,10.1,10.1,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-01-23T09:30:00Z,2019-01-23T09:30:00Z,idm2949,ocds-xxxxxx-IDM2949
147,IDM2969,IT-CF-00355870221,Comune di Trento,10.32,10.32,Contrassegno a mezzo c/c postale,23-AFFIDAMENTO DIRETTO,2019-01-09T09:30:00Z,2019-01-09T09:30:00Z,idm2969,ocds-xxxxxx-IDM2969
148,IDM2989,IT-CF-00355870221,Comune di Trento,10.32,10.32,Contrassegno a mezzo c/c postale,23-AFFIDAMENTO DIRETTO,2019-01-11T09:30:00Z,2019-01-11T09:30:00Z,idm2989,ocds-xxxxxx-IDM2989
149,IDM3009,IT-CF-00355870221,Comune di Trento,11.0,11.0,Spedizione pacco,23-AFFIDAMENTO DIRETTO,2019-10-09T09:30:00Z,2019-10-09T09:30:00Z,idm3009,ocds-xxxxxx-IDM3009
150,IDM3029,IT-CF-00355870221,Comune di Trento,11.38,11.38,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-01-23T09:30:00Z,2019-01-23T09:30:00Z,idm3029,ocds-xxxxxx-IDM3029
151,IDM3049,IT-CF-00355870221,Comune di Trento,11.42,11.42,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-11-18T09:30:00Z,2019-11-18T09:30:00Z,idm3049,ocds-xxxxxx-IDM3049
152,Z5F2A6C79C,IT-CF-00355870221,Comune di Trento,11.46,11.44,ACQUISTO VASINI IN PLASTICA PER NIDO D'INFANZIA SOLTERI,23-AFFIDAMENTO DIRETTO,,,idm3069,ocds-xxxxxx-Z5F2A6C79C
153,IDM3087,IT-CF-00355870221,Comune di Trento,11.58,11.58,Spedizione pacco,23-AFFIDAMENTO DIRETTO,2019-10-09T09:30:00Z,2019-10-09T09:30:00Z,idm3087,ocds-xxxxxx-IDM3087
154,IDM3107,IT-CF-00355870221,Comune di Trento,12.5,12.5,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2020-01-09T09:30:00Z,2020-01-09T09:30:00Z,idm3107,ocds-xxxxxx-IDM3107
155,IDM3127,IT-CF-00355870221,Comune di Trento,12.5,12.5,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13T09:30:00Z,2019-05-13T09:30:00Z,idm3127,ocds-xxxxxx-IDM3127
156,IDM3147,IT-CF-00355870221,Comune di Trento,12.5,12.5,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13T09:30:00Z,2019-05-13T09:30:00Z,idm3147,ocds-xxxxxx-IDM3147
157,IDM3167,IT-CF-00355870221,Comune di Trento,12.5,12.5,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13T09:30:00Z,2019-05-13T09:30:00Z,idm3167,ocds-xxxxxx-IDM3167
158,IDM3187,IT-CF-00355870221,Comune di Trento,12.5,12.5,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13T09:30:00Z,2019-05-13T09:30:00Z,idm3187,ocds-xxxxxx-IDM3187
159,IDM3207,IT-CF-00355870221,Comune di Trento,12.5,12.5,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13T09:30:00Z,2019-05-13T09:30:00Z,idm3207,ocds-xxxxxx-IDM3207
160,IDM3227,IT-CF-00355870221,Comune di Trento,12.5,12.5,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13T09:30:00Z,2019-05-13T09:30:00Z,idm3227,ocds-xxxxxx-IDM3227
161,IDM3247,IT-CF-00355870221,Comune di Trento,12.5,12.5,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-11-11T09:30:00Z,2019-11-11T09:30:00Z,idm3247,ocds-xxxxxx-IDM3247
162,IDM3267,IT-CF-00355870221,Comune di Trento,12.5,12.5,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-10-28T09:30:00Z,2019-10-28T09:30:00Z,idm3267,ocds-xxxxxx-IDM3267
163,IDM3287,IT-CF-00355870221,Comune di Trento,12.5,12.5,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-13T09:30:00Z,2019-05-13T09:30:00Z,idm3287,ocds-xxxxxx-IDM3287
164,Z6C2BB5172,IT-CF-00355870221,Comune di Trento,13.93,13.93,Fornitura n. 1 agenda formato A/4 per Servizi funerari,23-AFFIDAMENTO DIRETTO,2020-01-23T09:30:00Z,2020-02-18T09:30:00Z,idm3307,ocds-xxxxxx-Z6C2BB5172
165,IDM3333,IT-CF-00355870221,Comune di Trento,14.5,14.5,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-03-26T09:30:00Z,2019-03-26T09:30:00Z,idm3333,ocds-xxxxxx-IDM3333
166,IDM3353,IT-CF-00355870221,Comune di Trento,14.5,14.5,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-05-15T09:30:00Z,2019-05-15T09:30:00Z,idm3353,ocds-xxxxxx-IDM3353
167,IDM3373,IT-CF-00355870221,Comune di Trento,14.5,14.5,Spedizione di raccomandata,23-AFFIDAMENTO DIRETTO,2019-04-10T09:30:00Z,2019-04-10T09:30:00Z,idm3373,ocds-xxxxxx-IDM3373
168,IDM3393,IT-CF-00355870221,Comune di Trento,15.9,15.9,Spedizione pacco,23-AFFIDAMENTO DIRETTO,2019-07-12T09:30:00Z,2019-07-12T09:30:00Z,idm3393,ocds-xxxxxx-IDM3393
169,Z962AC0CDA,IT-CF-00355870221,Comune di Trento,16.0,16.0,Fornitura di n. 2 cavalletti pavimento bagnato,23-AFFIDAMENTO DIRETTO,2019-11-21T09:30:00Z,2019-12-13T09:30:00Z,idm3413,ocds-xxxxxx-Z962AC0CDA
170,IDM3433,IT-CF-00355870221,Comune di Trento,16.9,16.9,Spedizione pacco,23-AFFIDAMENTO DIRETTO,2019-10-14T09:30:00Z,2019-10-14T09:30:00Z,idm3433,ocds-xxxxxx-IDM3433
171,IDM3453,IT-CF-00355870221,Comune di Trento,16.97,16.95,acquisto 3 scatoline esca per formiche per il nido d'infanzia Gardolo,23-AFFIDAMENTO DIRETTO,,,idm3453,ocds-xxxxxx-IDM3453
172,IDM3468,IT-CF-00355870221,Comune di Trento,16.97,16.95,acquisto 3 scatoline esca per formiche per la scuola infanzia San Giuseppe,23-AFFIDAMENTO DIRETTO,,,idm3468,ocds-xxxxxx-IDM3468
173,Z832AB5E1C,IT-CF-00355870221,Comune di Trento,17.0,0.0,"Villazzano - fornitura patatine per iniziativa ""Giochi a confronto""",23-AFFIDAMENTO DIRETTO,2019-11-20T09:30:00Z,2019-11-20T09:30:00Z,idm3486,ocds-xxxxxx-Z832AB5E1C
174,IDM3503,IT-CF-00355870221,Comune di Trento,17.4,17.4,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2020-01-27T09:30:00Z,2020-01-27T09:30:00Z,idm3503,ocds-xxxxxx-IDM3503
175,IDM3523,IT-CF-00355870221,Comune di Trento,17.5,17.5,Spedizione pacco,23-AFFIDAMENTO DIRETTO,2019-10-09T09:30:00Z,2019-10-09T09:30:00Z,idm3523,ocds-xxxxxx-IDM3523
176,IDM3543,IT-CF-00355870221,Comune di Trento,18.4,18.4,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2019-01-18T09:30:00Z,2019-01-18T09:30:00Z,idm3543,ocds-xxxxxx-IDM3543
177,Z722AAE3DF,IT-CF-00355870221,Comune di Trento,18.45,18.45,ACQUISTO REGISTRO OLI MINERALI,23-AFFIDAMENTO DIRETTO,2019-11-18T09:30:00Z,2019-12-20T09:30:00Z,idm3563,ocds-xxxxxx-Z722AAE3DF
178,IDM3580,IT-CF-00355870221,Comune di Trento,19.2,19.2,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-21T09:30:00Z,2019-10-21T09:30:00Z,idm3580,ocds-xxxxxx-IDM3580
179,PAT0154907,IT-CF-00355870221,Comune di Trento,19.34,19.34,PEDAGGI AUTOSTRADALI,23-AFFIDAMENTO DIRETTO,2019-01-01T09:30:00Z,2019-12-31T09:30:00Z,idm3600,ocds-xxxxxx-PAT0154907
180,IDM3620,IT-CF-00355870221,Comune di Trento,19.5,19.5,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2018-12-28T09:30:00Z,2018-12-28T09:30:00Z,idm3620,ocds-xxxxxx-IDM3620
181,IDM3640,IT-CF-00355870221,Comune di Trento,19.5,19.5,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2019-03-01T09:30:00Z,2019-03-01T09:30:00Z,idm3640,ocds-xxxxxx-IDM3640
182,IDM3660,IT-CF-00355870221,Comune di Trento,20.0,20.0,Acquisto marche da bollo,23-AFFIDAMENTO DIRETTO,2019-03-06T09:30:00Z,2019-03-06T09:30:00Z,idm3660,ocds-xxxxxx-IDM3660
183,IDM3680,IT-CF-00355870221,Comune di Trento,20.0,20.0,Acquisto marche da bollo,23-AFFIDAMENTO DIRETTO,2019-04-11T09:30:00Z,2019-04-11T09:30:00Z,idm3680,ocds-xxxxxx-IDM3680
184,IDM3700,IT-CF-00355870221,Comune di Trento,20.57,20.57,PEDAGGI AUTOSTRADALI,23-AFFIDAMENTO DIRETTO,2019-01-01T09:30:00Z,2019-12-31T09:30:00Z,idm3700,ocds-xxxxxx-IDM3700
185,IDM3720,IT-CF-00355870221,Comune di Trento,20.7,16.95,acquisto 3 scatoline esca per formiche per la scuola infanzia Roncafort,23-AFFIDAMENTO DIRETTO,,,idm3720,ocds-xxxxxx-IDM3720
186,IDM3738,IT-CF-00355870221,Comune di Trento,23.77,23.77,PEDAGGI AUTOSTRADALI,23-AFFIDAMENTO DIRETTO,2020-01-01T09:30:00Z,2020-01-31T09:30:00Z,idm3738,ocds-xxxxxx-IDM3738
187,ZA02AFECD7,IT-CF-00355870221,Comune di Trento,24.18,0.0,FORNITURA AGENDA PER OMAGGIO,23-AFFIDAMENTO DIRETTO,2019-11-04T09:30:00Z,2019-12-18T09:30:00Z,idm3758,ocds-xxxxxx-ZA02AFECD7
188,IDM3778,IT-CF-00355870221,Comune di Trento,24.18,24.18,PEDAGGI AUTOSTRADALI,23-AFFIDAMENTO DIRETTO,2019-01-01T09:30:00Z,2019-12-31T09:30:00Z,idm3778,ocds-xxxxxx-IDM3778
189,IDM3798,IT-CF-00355870221,Comune di Trento,25.6,25.6,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-16T09:30:00Z,2019-10-16T09:30:00Z,idm3798,ocds-xxxxxx-IDM3798
190,IDM3818,IT-CF-00355870221,Comune di Trento,25.6,25.6,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-16T09:30:00Z,2019-10-16T09:30:00Z,idm3818,ocds-xxxxxx-IDM3818
191,IDM3838,IT-CF-00355870221,Comune di Trento,25.6,25.6,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-10-21T09:30:00Z,2019-10-21T09:30:00Z,idm3838,ocds-xxxxxx-IDM3838
192,Z822AA2708,IT-CF-00355870221,Comune di Trento,26.23,26.23,Gardolo - Acquisto cofanetto bottiglie per rappresentanza,23-AFFIDAMENTO DIRETTO,2019-11-17T09:30:00Z,2019-11-17T09:30:00Z,idm3858,ocds-xxxxxx-Z822AA2708
193,IDM3878,IT-CF-00355870221,Comune di Trento,26.64,26.64,PEDAGGI AUTOSTRADALI,23-AFFIDAMENTO DIRETTO,2019-01-01T09:30:00Z,2019-12-31T09:30:00Z,idm3878,ocds-xxxxxx-IDM3878
194,Z4C2AE2AB7,IT-CF-00355870221,Comune di Trento,27.0,25.87,Fornitura generi alimentari diversi per festa dei cittadini attivi,23-AFFIDAMENTO DIRETTO,2019-12-05T09:30:00Z,2019-12-09T09:30:00Z,idm3898,ocds-xxxxxx-Z4C2AE2AB7
195,ZB225DA07A,IT-CF-00355870221,Comune di Trento,28.0,25.05,Fornitura generi di conforto per attivita di animazione sul territorio,23-AFFIDAMENTO DIRETTO,2018-11-21T09:30:00Z,2018-11-26T09:30:00Z,idm3918,ocds-xxxxxx-ZB225DA07A
196,IDM3938,IT-CF-00355870221,Comune di Trento,29.0,29.0,Spedizione di pacco all'estero,23-AFFIDAMENTO DIRETTO,2018-12-21T09:30:00Z,2018-12-21T09:30:00Z,idm3938,ocds-xxxxxx-IDM3938
197,IDM3958,IT-CF-00355870221,Comune di Trento,29.0,29.0,Spedizione di pacco all'estero,23-AFFIDAMENTO DIRETTO,2018-12-21T09:30:00Z,2018-12-21T09:30:00Z,idm3958,ocds-xxxxxx-IDM3958
198,IDM3978,IT-CF-00355870221,Comune di Trento,29.0,29.0,Spedizione di pacco all'estero,23-AFFIDAMENTO DIRETTO,2018-12-21T09:30:00Z,2018-12-21T09:30:00Z,idm3978,ocds-xxxxxx-IDM3978
199,Z3B2947A0D,IT-CF-00355870221,Comune di Trento,29.52,29.52,"Gardolo - Acquisto tazze per ""Burgerfest""",23-AFFIDAMENTO DIRETTO,2019-07-26T09:30:00Z,2019-07-27T09:30:00Z,idm3998,ocds-xxxxxx-Z3B2947A0D
200,Z3A28E8A0E,IT-CF-00355870221,Comune di Trento,30.0,0.0,Povo - fornitura mazzo di fiori per cerimonia commemorazione Manci,23-AFFIDAMENTO DIRETTO,2019-07-06T09:30:00Z,2019-07-06T09:30:00Z,idm4018,ocds-xxxxxx-Z3A28E8A0E
201,ZF1283DBD4,IT-CF-00355870221,Comune di Trento,30.0,30.0,QUOTA ISCRIZIONE CORSO DEONTOLOGIE E BUONE PRASSI ASS. SOCIALE,23-AFFIDAMENTO DIRETTO,2019-05-03T09:30:00Z,2019-07-15T09:30:00Z,idm4038,ocds-xxxxxx-ZF1283DBD4
202,IDM4058,IT-CF-00355870221,Comune di Trento,30.72,30.72,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-03T09:30:00Z,2019-05-03T09:30:00Z,idm4058,ocds-xxxxxx-IDM4058
203,ZF429093CB,IT-CF-00355870221,Comune di Trento,31.9,31.9,OMAGGIO ISTITUZIONALE,23-AFFIDAMENTO DIRETTO,2019-06-24T09:30:00Z,2019-07-06T09:30:00Z,idm4078,ocds-xxxxxx-ZF429093CB
204,IDM4098,IT-CF-00355870221,Comune di Trento,32.0,32.0,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-02T09:30:00Z,2019-05-02T09:30:00Z,idm4098,ocds-xxxxxx-IDM4098
205,IDM4118,IT-CF-00355870221,Comune di Trento,32.5,32.5,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2019-02-27T09:30:00Z,2019-02-27T09:30:00Z,idm4118,ocds-xxxxxx-IDM4118
206,IDM4138,IT-CF-00355870221,Comune di Trento,32.5,32.5,Notifica atti giudiziari,23-AFFIDAMENTO DIRETTO,2018-12-28T09:30:00Z,2018-12-28T09:30:00Z,idm4138,ocds-xxxxxx-IDM4138
207,IDM4158,IT-CF-00355870221,Comune di Trento,32.5,32.5,Spedizione di raccomandata AR,23-AFFIDAMENTO DIRETTO,2019-11-21T09:30:00Z,2019-11-21T09:30:00Z,idm4158,ocds-xxxxxx-IDM4158
208,IDM4178,IT-CF-00355870221,Comune di Trento,33.28,33.28,Spedizione di piego libro,23-AFFIDAMENTO DIRETTO,2019-05-06T09:30:00Z,2019-05-06T09:30:00Z,idm4178,ocds-xxxxxx-IDM4178
209,Z822AFEB9E,IT-CF-00355870221,Comune di Trento,33.6,33.6,ACQUISTO AGENDE PER OMAGGIO,23-AFFIDAMENTO DIRETTO,2019-11-05T09:30:00Z,2019-12-10T09:30:00Z,idm4198,ocds-xxxxxx-Z822AFEB9E
210,ZC12A36AB3,IT-CF-00355870221,Comune di Trento,34.43,34.43,Meano - Acquisto poster per rappresentanza,23-AFFIDAMENTO DIRETTO,2019-10-19T09:30:00Z,2019-10-20T09:30:00Z,idm4218,ocds-xxxxxx-ZC12A36AB3
211,Z2027B83EC,IT-CF-00355870221,Comune di Trento,40.0,40.0,QUOTA ISCRIZIONE CORSO L'OPERATORE DI FRONTE ALLA GRAVE CONFLITTUALITA' FAMILIARE,23-AFFIDAMENTO DIRETTO,2019-03-30T09:30:00Z,2019-03-30T09:30:00Z,idm4238,ocds-xxxxxx-Z2027B83EC
212,Z0D2AFEE66,IT-CF-00355870221,Comune di Trento,40.0,40.0,QUOTA ISCRIZIONE CORSO L'ASSICURABILITA' DEL DANNO ERARIALE,23-AFFIDAMENTO DIRETTO,2019-12-19T09:30:00Z,2019-12-19T09:30:00Z,idm4258,ocds-xxxxxx-Z0D2AFEE66
213,Z9F286C765,IT-CF-00355870221,Comune di Trento,40.0,40.0,CORSO L'UTILIZZO DEGLI STRUMENTI ELETTRONICI,23-AFFIDAMENTO DIRETTO,2019-05-16T09:30:00Z,2019-05-16T09:30:00Z,idm4278,ocds-xxxxxx-Z9F286C765
214,IDM4298,IT-CF-00355870221,Comune di Trento,40.33,40.33,PEDAGGI AUTOSTRADALI,23-AFFIDAMENTO DIRETTO,2019-01-01T09:30:00Z,2019-12-31T09:30:00Z,idm4298,ocds-xxxxxx-IDM4298
215,Z5E2A79A24,IT-CF-00355870221,Comune di Trento,42.0,42.0,ACQUISTO BABY MONITOR PER NIDO D'INFANZIA,23-AFFIDAMENTO DIRETTO,,,idm4318,ocds-xxxxxx-Z5E2A79A24
216,IDM4336,IT-CF-00355870221,Comune di Trento,43.0,0.0,fornitura marche da bollo,23-AFFIDAMENTO DIRETTO,2019-05-22T09:30:00Z,,idm4336,ocds-xxxxxx-IDM4336
217,Z23237216D,IT-CF-00355870221,Comune di Trento,47.24,47.24,RINFRESCO OFFERTO AD AUTORITA' IN VISITA A PALAZZO GEREMIA - 13.02,23-AFFIDAMENTO DIRETTO,2019-02-12T09:30:00Z,2019-02-13T09:30:00Z,idm4355,ocds-xxxxxx-Z23237216D
218,ZC3257B555,IT-CF-00355870221,Comune di Trento,48.0,44.87,Fornitura generi di conforto per attivita di animazione sul territorio,23-AFFIDAMENTO DIRETTO,2018-10-25T09:30:00Z,2018-11-09T09:30:00Z,idm4375,ocds-xxxxxx-ZC3257B555
219,Z932858F50,IT-CF-00355870221,Comune di Trento,48.0,44.25,Fornitura generi di conforto per attivita di animazione sul territorio,23-AFFIDAMENTO DIRETTO,2019-05-14T09:30:00Z,2019-05-21T09:30:00Z,idm4395,ocds-xxxxxx-Z932858F50
220,Z852858E7B,IT-CF-00355870221,Comune di Trento,48.0,44.64,Fornitura generi di conforto per attivita di animazione sul territorio,23-AFFIDAMENTO DIRETTO,2019-05-16T09:30:00Z,2019-05-22T09:30:00Z,idm4415,ocds-xxxxxx-Z852858E7B
221,Z4729D3AB7,IT-CF-00355870221,Comune di Trento,48.8,48.8,noleggio palestra Centro Sportivo,23-AFFIDAMENTO DIRETTO,2019-09-28T09:30:00Z,2019-09-28T09:30:00Z,idm4435,ocds-xxxxxx-Z4729D3AB7
222,IDM4455,IT-CF-00355870221,Comune di Trento,49.0,49.0,acquisto n. 1 fotoconduttore per stampante Lexmark MS 312 DN - SCUOLA PROVINCIALE INFANZIA DI POVO,23-AFFIDAMENTO DIRETTO,,,idm4455,ocds-xxxxxx-IDM4455
223,Z3328A5F61,IT-CF-00355870221,Comune di Trento,50.0,0.0,"Povo - fornitura generi alimentari per iniziativa ""Le ragioni dell'arte""",23-AFFIDAMENTO DIRETTO,2019-06-06T09:30:00Z,2019-06-06T09:30:00Z,idm4473,ocds-xxxxxx-Z3328A5F61
